2,همیشه می‌‌توانم احساساتم را کنترل کنم.,همیشه می‌‌توانم احساساتم را کنترل کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1479],24,0,,
2,در خلال حوادث ورزشی دوست دارم جزیی از جمعیت باشم و مانند بقیه رفتار کنم.,در خلال حوادث ورزشی دوست دارم جزیی از جمعیت باشم و مانند بقیه رفتار کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1480],24,0,,
2,علایق فکری وسیع و متنوعی دارم.,علایق فکری وسیع و متنوعی دارم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1481],24,0,,
2,فرد مهم و برتری هستم.,فرد مهم و برتری هستم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1482],24,0,,
2,فرد بسیار منضبطی هستم و می‌توانم خود را به‌‎خوبی کنترل کنم.,فرد بسیار منضبطی هستم و می‌توانم خود را به‌‎خوبی کنترل کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1483],24,0,,
2,از لحاظ عاطفی، فردی کاملا باثبات و متعادل هستم.,از لحاظ عاطفی، فردی کاملا باثبات و متعادل هستم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1484],24,0,,
2, زود خنده‌ام می‌گیرد., زود خنده‌ام می‌گیرد.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1485],24,0,,
2,معتقدم که فلسفه جدید "آزادی فردی" فلسفه قابل قبولی نیست.,معتقدم که فلسفه جدید "آزادی فردی" فلسفه قابل قبولی نیست.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1486],24,0,,
2,ترجیح می دهم دیگران مرا فردی دل رحم و خطا بخش بشناسند تا صرفا طرفدار اجرای عدالت.,ترجیح می دهم دیگران مرا فردی دل رحم و خطا بخش بشناسند تا صرفا طرفدار اجرای عدالت.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1487],24,0,,
2,قبل از پاسخ دادن به سوال، به‌دقت درباره آن‌ فکر می‌کنم.,قبل از پاسخ دادن به سوال، به‌دقت درباره آن‌ فکر می‌کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1488],24,0,,
2,من فرد نگرانی نیستم.,من فرد نگرانی نیستم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1249],1,0,,
2,بیشتر افرادی که می‌شناسم را دوست دارم.,بیشتر افرادی که می‌شناسم را دوست دارم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1250],1,0,,
2,من قدرت تخیل و تصویرسازی ذهنی فعالی دارم.,من قدرت تخیل و تصویرسازی ذهنی فعالی دارم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1251],1,0,,
2,من معمولا در مورد قصد و نیت دیگران بدبین و بدگمان هستم.,من معمولا در مورد قصد و نیت دیگران بدبین و بدگمان هستم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1252],1,0,,
2,من به محتاط بودن و داشتن عقل سلیم مشهورم.,من به محتاط بودن و داشتن عقل سلیم مشهورم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1253],1,0,,
2,من از نحوه برخورد دیگران عصبانی می‌شوم.,من از نحوه برخورد دیگران عصبانی می‌شوم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1254],1,0,,
2,من معمولا از جمع‌های پرهیاهو و شلوغ دوری می‌کنم.,من معمولا از جمع‌های پرهیاهو و شلوغ دوری می‌کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1255],1,0,,
2,مسائل و مطالب مربوط به هنر و زیبایی‌شناسی برای من اهمیت چندانی ندارند.,مسائل و مطالب مربوط به هنر و زیبایی‌شناسی برای من اهمیت چندانی ندارند.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1256],1,0,,
2,از ملاقات و صحبت با افراد حیله گر و مکار خوشم نمی آید.,از ملاقات و صحبت با افراد حیله گر و مکار خوشم نمی آید.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1257],1,0,,
2,من برای انجام کارهای خود ترجیح می‌دهم تا بدون طرح و نقشه قبلی و با ذهن باز به استقبال اتفاقات آینده بروم.,من برای انجام کارهای خود ترجیح می‌دهم تا بدون طرح و نقشه قبلی و با ذهن باز به استقبال اتفاقات آینده بروم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1258],1,0,,
2,من به‌ندرت احساس تنهایی و غمگینی می‌کنم.,من به‌ندرت احساس تنهایی و غمگینی می‌کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1259],2,0,,
2,من در انجام کارهای خود مسلط، قوی و قاطع هستم.,من در انجام کارهای خود مسلط، قوی و قاطع هستم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1260],2,0,,
2,زندگی بدون هیجان برای من جذاب نخواهد بود.,زندگی بدون هیجان برای من جذاب نخواهد بود.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1261],2,0,,
2,برخی از افراد، من را به‌عنوان یک انسان خودخواه و خود‌رآی می‌شناسند.,برخی از افراد، من را به‌عنوان یک انسان خودخواه و خود‌رآی می‌شناسند.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1262],2,0,,
2,سعی می‌کنم وظایف محول شده را با صداقت و درستی انجام بدهم.,سعی می‌کنم وظایف محول شده را با صداقت و درستی انجام بدهم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1263],2,0,,
2,من همیشه از این می‌ترسم که در معامله با مردم مرتکب یک اشتباه بزرگ بشوم.,من همیشه از این می‌ترسم که در معامله با مردم مرتکب یک اشتباه بزرگ بشوم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1264],2,0,,
2,من در زمان کار و تفریح عجله و شتاب به خرج نمی‌دهم.,من در زمان کار و تفریح عجله و شتاب به خرج نمی‌دهم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1265],2,0,,
2,من در انجام کارهای خود از یک روش ثابت و مشخص پیروی می‌کنم.,من در انجام کارهای خود از یک روش ثابت و مشخص پیروی می‌کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1266],2,0,,
2,من به‌جای رقابت با دیگران، ترجیح می‌دهم با آن‌ها همکاری کنم.,من به‌جای رقابت با دیگران، ترجیح می‌دهم با آن‌ها همکاری کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1267],2,0,,
2,من فردی راحت‌طلب و تنبل هستم.,من فردی راحت‌طلب و تنبل هستم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1268],2,0,,
2,من به ندرت در کارها زیاده روی می کنم.,من به ندرت در کارها زیاده روی می کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1269],3,0,,
2,من معمولا تشنه هیجان و تحرک هستم.,من معمولا تشنه هیجان و تحرک هستم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1270],3,0,,
2,من معمولا از بازی کردن با نظریه‌ها و افکار خیالی لذت می ‌برم.,من معمولا از بازی کردن با نظریه‌ها و افکار خیالی لذت می ‌برم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1271],3,0,,
2,من از لاف زدن درباره استعدادها و موفقیتهای خودم بدم نمی آید.,من از لاف زدن درباره استعدادها و موفقیتهای خودم بدم نمی آید.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1272],3,0,,
2,من زمان‌بندی فعالیت‌های خود را طوری تنظیم می‌کنم تا کارهای محوله را به‌موقع به پایان برسانم.,من زمان‌بندی فعالیت‌های خود را طوری تنظیم می‌کنم تا کارهای محوله را به‌موقع به پایان برسانم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1273],3,0,,
2,معمولا احساس درماندگی و ناتوانی می‌کنم و تمایل دارم شخص دیگری مشکلاتم را حل کند.,معمولا احساس درماندگی و ناتوانی می‌کنم و تمایل دارم شخص دیگری مشکلاتم را حل کند.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1274],3,0,,
2,من هیچوقت به آن اندازه خوشحال نبوده‌ام که به اصطلاح از خوشی به هوا بپرم.,من هیچوقت به آن اندازه خوشحال نبوده‌ام که به اصطلاح از خوشی به هوا بپرم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1275],3,0,,
2,به نظر من اگر دانشجویان به سخنرانی‌های چالشی و متناقض گوش بدهند، دچار سردرگمی و انحراف فکری بیشتری خواهند شد.,به نظر من اگر دانشجویان به سخنرانی‌های چالشی و متناقض گوش بدهند، دچار سردرگمی و انحراف فکری بیشتری خواهند شد.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1276],3,0,,
2,رهبران سیاسی باید درباره جنبه‌های انسانی برنامه‌های خود آگاهی بیشتری داشته باشند.,رهبران سیاسی باید درباره جنبه‌های انسانی برنامه‌های خود آگاهی بیشتری داشته باشند.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1277],3,0,,
2,در طی سالهای گذشته، گاهی کارهای کاملا بی‌ربط انجام داده‌ام.,در طی سالهای گذشته، گاهی کارهای کاملا بی‌ربط انجام داده‌ام.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1278],3,0,,
2,من به‌سرعت دچار ترس می‌شوم.,من به‌سرعت دچار ترس می‌شوم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1279],4,0,,
2,من از صحبت کردن با دیگران لذت چندانی نمی‌برم.,من از صحبت کردن با دیگران لذت چندانی نمی‌برم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1280],4,0,,
2,من سعی می‌کنم وارد عالم رویا و خیال نشوم و همه افکارم را در راستای واقعیت‌ها هدایت می‌کنم.,من سعی می‌کنم وارد عالم رویا و خیال نشوم و همه افکارم را در راستای واقعیت‌ها هدایت می‌کنم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1281],4,0,,
2,من معتقدم اکثر مردم دارای نیت خوب و دوستانه هستند.,من معتقدم اکثر مردم دارای نیت خوب و دوستانه هستند.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1282],4,0,,
2,من مسئولیت‌های اجتماعی مانند رای دادن را خیلی جدی نمی‌گیرم.,من مسئولیت‌های اجتماعی مانند رای دادن را خیلی جدی نمی‌گیرم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1283],4,0,,
2,روحیات و خلق من در بیشتر اوقات ثابت است و نوسان چندانی ندارد.,روحیات و خلق من در بیشتر اوقات ثابت است و نوسان چندانی ندارد.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1284],4,0,,
2,من از این‌که افراد زیادی را در اطراف خود داشته باشم، خرسند می‌شوم.,من از این‌که افراد زیادی را در اطراف خود داشته باشم، خرسند می‌شوم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1285],4,0,,
2,من گاهی در موسیقی غرق می‌شوم.,من گاهی در موسیقی غرق می‌شوم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1286],4,0,,
2,اگر نیاز باشد حاضرم از افراد دیگر برای رسیدن به اهداف خود استفاده کرده و آنها را پله ترقی خود قرار دهم.,اگر نیاز باشد حاضرم از افراد دیگر برای رسیدن به اهداف خود استفاده کرده و آنها را پله ترقی خود قرار دهم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1287],4,0,,
2,من لوازم خود را تمیز و پاکیزه نگاه می‌دارم.,من لوازم خود را تمیز و پاکیزه نگاه می‌دارم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1288],4,0,,
2,گاهی اوقات احساس بی‌ارزش بودن به من دست می‌دهد. ,گاهی اوقات احساس بی‌ارزش بودن به من دست می‌دهد. ,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1289],5,0,,
2,گاهی نمی‌توانم به شکل مطلوب از خود قاطعیت نشان دهم.,گاهی نمی‌توانم به شکل مطلوب از خود قاطعیت نشان دهم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1290],5,0,,
2,من به ندرت دچار احساسات و عواطف قوی می شوم.,من به ندرت دچار احساسات و عواطف قوی می شوم.,خیلی مخالفم,مخالفم,تا حدودی,موافقم,کاملا موافقم,1,1,[1291],5,0,,
